Record,Timestamp,Consent,Institution,Gender,Age,Role,Level,Course1,Course2,Course3,Course4,School,Department,YearsServed,Q1,Q2,CQIAwareof,Q3,PSIAwareof,Q4,Q5,Q6_lecture_and_presentations,Q6_case_studies,Q6_workshops_and_hands_on_experience,Q6_group_projects,Q6_simulations_and_role_playing,Q6_peer_learning_and_discussions,Q6_mentorship_and_coaching,Q6_other,Q6_other_specify,Q7_lecture_and_presentations,Q7_case_studies,Q7_workshops_and_hands_on_experience,Q7_group_projects,Q7_simulations_and_role_playing,Q7_peer_learning_and_discussions,Q7_mentorship_and_coaching,Q7_other,Q7_other_specify,Q8,Q9_process_mapping_and_workflow_analysis,Q9_data_collection_and_analysis_QI,Q9_plan_do_study_act,Q9_lean_and_six_sigma,Q9_change_management,Q9_measuring_and_monitoring_quality_metrics,Q9_team_and_communication_QI,Q9_clinical_audits,Q9_sustainability_QI,Q9_QI_project_management,Q9_regulatory_and_accreditation_standards,Q9_other,Q9_other_specify,Q10_root_cause_analysis,Q10_error_prevention_and_mitigation_startegies,Q10_medication_safety,Q10_infection_prevention_and_control,Q10_incident_reporting_and_learning_systems,Q10_human_factors_and_safety_culture,Q10_safe_care_transitions,Q10_patient_identification_and_communication,Q10_other,Q10_other_specify,Q11_timelines_of_care,Q11_patient_satisfaction,Q11_equal_quality_of_care,Q11_efficient_use_of_resources,Q11_educational_programs,Q11_clinical_care_protocols,Q11_facility_mortality_audit,Q11_other,Q11_none,Q11_other_specify,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24_lack_of_expertise_and_training,Q24_resistance_to_change,Q24_inadequate_teaching_resources,Q24_time_constraints,Q24_limited_experience_with_interdisciplinary_teaching,Q24_lack_of_motivation_or_incentives,Q24_institutional_culture,Q24_inadequate_infrastructure,Q24_competing_priorities,Q24_lack_of_leadership_support,Q24_interprofessional_collaboration,Q24_curriculum_integration_issues,Q24_sustainability_issues,Q24_other,Q24_other_specify,Q1b,Q2b,Q3b,Q4b,Q5b,Q6b,Q7b,Q8b,Q9b,Q10b,Q11b,Q1c,Q2c,Q3c,Q4c,Q5c,Q1d,Q2d,Q3d,Q4d,Q5d,Q1e,Q2e,Q3e,Q4e,Q5e,Q6e,Q1f,Q2f,Q3f,Q4f,Q5f,Q6f,Q7f,Q1g,Q2g,Q1h,Q2h,Q1i,Q2i,Q3i,Q4i,Q5i,Q6i,Q7i,Q8i,CommitteeName,Q9i,Q10i,Q11i,Q12i,Q13i,Q1j,Q2j,Complete,course
343,[not completed],Yes,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
344,[not completed],Yes,Kenyatta National Hospital,Female,25-34,Student (Including residents),,,,,,,,2,1.0,Not sure,,Not sure,,Yes,Yes,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
345,19/09/2024 07:13,Yes,Kijabe Mission Hospital,Female,45-54,Faculty member,,,,,,,,28,1.0,Yes,Use of  surgical safety checklist by WHO,Yes,Use of correctly written identification bands placed on patient wrist,Yes,Yes,1,1,1,1,1,1,1,0,,1,1,1,0,1,1,1,0,,1.0,1,1,0,1,1,1,1,1,1,0,1,0,,1,1,1,1,1,1,1,1,1,Implications  of non adherence to patient safety protocols,1,1,1,1,1,1,1,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Faculty,0,1,0,1,1,0,0,0,1,0,1,0,1,0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,2= 21-40 Hrs,1.0,Complete,
346,19/09/2024 08:22,Yes,Kijabe School of medicine,Female,55-64,Program head/HOD,,,,,,,,over 10yrs,1.0,Yes,we have a department dealing with QI,Yes,currently we are vigorously doung QI in the instituion,Yes,Yes,1,1,0,0,1,0,0,0,,0,1,0,0,1,0,0,0,,1.0,0,1,0,0,1,1,1,1,0,1,1,0,,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,Academic Program Leadership,1,0,1,1,1,0,0,0,1,1,1,0,1,0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,QI Department,2.0,2.0,2.0,2.0,2.0,3= 41-60 Hrs,4.0,Complete,
347,[not completed],Yes,Kijabe Mission Hospital,Male,25-34,Administration Staff,,,,,,,,3,1.0,Yes,quality improvement trainings ,Yes,patient's safety protocol ,Yes,Yes,1,0,1,1,0,0,1,0,,1,1,1,1,1,0,1,0,,1.0,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,0,,1,1,0,0,1,1,0,0,0,,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,Academic Program Leadership,0,1,1,1,0,1,1,0,0,0,0,0,0,0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,
348,[not completed],Yes,Kijabe Mission Hospital,Female,35-44,Unit head/Dean,,,,,,,,4 years,1.0,Yes,From departmental projects,Yes,Through acquire training ,Not sure,Not sure,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1.0,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,0,,1,1,0,0,0,1,1,0,0,,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,Regulatory bodies,0,0,1,0,0,0,1,1,1,0,0,1,1,0,,1.0,1.0,2.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,2.0,1.0,2.0,2.0,2.0,2= 21-40 Hrs,2.0,Incomplete,
349,19/09/2024 09:58,Yes,Kijabe Mission Hospital,Male,35-44,Program head/HOD,,,,,,,,1 year,1.0,Yes,improving A1C utilization in diabetes clinic; standardizing clinical review of diabetic patients in DM clinic using a history taking template; improving diabetes patient education and follow up using a patient hand book; updating and creation of OPD clinical guidelines for common conditions; introduction and utilization of early warning score in patient triage in our OPD; improving effective prenatal care in our MCH using a history taking template... ,Yes,a reporting policy for any patient safety issue that arises in the hospital.,Yes,No,1,0,1,0,0,0,0,0,,0,0,1,1,0,1,1,0,,1.0,1,1,1,0,1,1,1,1,1,0,0,0,,1,1,1,1,1,1,1,1,0,,1,1,0,1,1,1,1,0,0,,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,Academic Program Leadership,0,0,0,1,0,0,0,0,1,0,1,0,1,0,,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,,2.0,4.0,2.0,4.0,4.0,3= 41-60 Hrs,2.0,Complete,
350,[not completed],Yes,Kijabe Mission Hospital,Female,35-44,Unit head/Dean,,,,,,,,6,1.0,,,Yes,,Not sure,No,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1.0,1,0,1,0,1,0,1,1,0,0,0,0,,1,1,1,1,1,1,1,1,0,,1,0,0,0,0,0,1,0,0,,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,Employers,1,0,0,1,0,1,0,0,1,0,0,0,0,0,,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,quality health and safety,1.0,1.0,2.0,2.0,2.0,2= 21-40 Hrs,2.0,Incomplete,
351,19/09/2024 12:43,Yes,Kijabe School of medicine,Male,35-44,Program head/HOD,,,,,,,,2,1.0,Yes,Healthcare workers and trainers have been taken through short QI course from the Institute of Healthcare Improvement and ACQUIRE,Not sure,,No,Yes,1,1,0,1,1,0,0,0,,1,0,0,1,1,0,0,0,,1.0,0,1,1,1,0,1,1,0,0,1,0,0,,1,1,1,0,1,1,0,0,0,,0,1,1,1,0,0,0,0,0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,Faculty,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Curriculum Review Committee,3.0,2.0,2.0,2.0,2.0,2= 21-40 Hrs,3.0,Complete,
352,19/09/2024 13:13,Yes,Kijabe Mission Hospital,Female,35-44,Student (Including residents),,,,,,,,1 year,1.0,Yes,in OPD,Yes,documentation ,Yes,Yes,1,1,0,0,0,0,0,0,,0,1,0,1,1,0,1,0,,1.0,1,0,0,0,1,0,1,1,0,0,0,0,,0,1,1,0,1,1,0,1,0,,1,1,0,1,1,0,0,0,0,,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Faculty,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,2= 21-40 Hrs,1.0,Complete,
353,19/09/2024 15:17,Yes,University of Nairobi Faculty of Health Sciences,Male,35-44,Student (Including residents),Undergraduate,,BScN (Bachelor of Science in Nursing),,,,,2,2.0,No,,No,,No,Yes,1,1,1,1,1,1,1,0,,0,0,0,0,0,1,0,0,,3.0,1,1,0,0,1,1,1,0,1,0,0,0,,1,0,1,0,1,1,1,1,0,,0,1,0,1,1,1,1,0,0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Student,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,2= 21-40 Hrs,2.0,Complete,BScN (Bachelor of Science in Nursing)
354,19/09/2024 15:41,Yes,University of Nairobi Faculty of Health Sciences,Male,25-34,Student (Including residents),Postgraduate,Master of Medicine (MMED) - Surgery,,,,,,3,2.0,No,,No,,Not sure,No,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1.0,1,1,0,0,0,0,1,1,0,0,0,0,,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,Faculty,1,1,0,0,1,1,1,1,0,0,0,0,0,0,,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,1.0,5.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,,3.0,4.0,4.0,4.0,4.0,1= 20 Hrs or less,5.0,Complete,Master of Medicine (MMED) - Surgery
355,[not completed],Yes,University of Nairobi Faculty of Health Sciences,Male,20-24,Student (Including residents),Undergraduate,,MBChB (Bachelor of Medicine and Surgery),,,,,6th,1.0,Yes,,Yes,,Yes,Yes,1,1,0,1,0,1,1,0,,1,1,0,0,0,1,1,0,,1.0,1,1,1,1,1,1,1,0,0,0,0,0,,1,1,1,1,1,1,1,0,0,,1,0,1,1,0,0,1,0,0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,Regulatory bodies,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,Health management board,2.0,2.0,2.0,2.0,2.0,2= 21-40 Hrs,2.0,Incomplete,MBChB (Bachelor of Medicine and Surgery)
356,[not completed],Yes,University of Nairobi Faculty of Health Sciences,Male,20-24,Student (Including residents),Undergraduate,,MBChB (Bachelor of Medicine and Surgery),,,,,6th,1.0,Yes,,Yes,,Yes,Yes,1,1,0,1,0,1,1,0,,1,1,0,0,0,1,1,0,,1.0,1,1,1,1,1,1,1,0,0,0,0,0,,1,1,1,1,1,1,1,0,0,,1,0,1,1,0,0,1,0,0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,Regulatory bodies,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,Health management board,2.0,2.0,2.0,2.0,2.0,2= 21-40 Hrs,2.0,Incomplete,MBChB (Bachelor of Medicine and Surgery)
357,19/09/2024 16:05,Yes,University of Nairobi Faculty of Health Sciences,Male,25-34,Student (Including residents),Undergraduate,,MBChB (Bachelor of Medicine and Surgery),,,,,5,1.0,No,,No,,No,Not sure,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1.0,1,1,1,0,0,1,0,1,1,0,0,0,,1,1,1,1,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,,4.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,5.0,Regulatory bodies,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,,2.0,3.0,2.0,4.0,3.0,2= 21-40 Hrs,4.0,Complete,MBChB (Bachelor of Medicine and Surgery)
358,19/09/2024 17:02,Yes,University of Nairobi Faculty of Health Sciences,Female,20-24,Student (Including residents),Undergraduate,,MBChB (Bachelor of Medicine and Surgery),,,,,6,2.0,No,,No,,Not sure,Yes,1,0,0,0,1,1,0,0,,0,1,0,0,1,0,0,0,,2.0,0,0,0,0,0,1,1,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,Student,1,0,1,0,1,1,0,0,0,0,1,0,0,0,,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,,3.0,3.0,3.0,2.0,1.0,99=No information,3.0,Complete,MBChB (Bachelor of Medicine and Surgery)
359,19/09/2024 17:07,Yes,University of Nairobi Faculty of Health Sciences,Female,20-24,Student (Including residents),Undergraduate,,MBChB (Bachelor of Medicine and Surgery),,,,,6,1.0,No,,No,,Yes,Yes,1,0,0,0,0,1,0,0,,0,1,1,1,1,0,0,0,,1.0,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,0,,0,0,1,0,1,1,0,0,0,,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,Academic Program Leadership,0,1,0,0,0,1,1,0,1,1,1,1,0,0,,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,2.0,2.0,2.0,2.0,3.0,99=No information,3.0,Complete,MBChB (Bachelor of Medicine and Surgery)
360,19/09/2024 17:10,Yes,University of Nairobi Faculty of Health Sciences,Female,25-34,Student (Including residents),Undergraduate,,MBChB (Bachelor of Medicine and Surgery),,,,,6,1.0,Not sure,,Not sure,,Not sure,Not sure,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1.0,1,1,1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,0,,0,1,1,1,0,1,1,0,0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Faculty,0,0,1,1,0,0,0,1,1,0,1,1,1,0,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,99=No information,3.0,Complete,MBChB (Bachelor of Medicine and Surgery)
361,19/09/2024 18:58,Yes,University of Nairobi Faculty of Health Sciences,Male,25-34,Student (Including residents),Postgraduate,Master of Medicine (MMED) - Radiology,,,,,,3,1.0,No,,Not sure,,No,Yes,1,1,0,0,0,0,0,0,,1,1,1,1,0,1,0,0,,1.0,1,1,1,0,0,1,1,1,1,1,1,0,,1,1,0,1,1,1,1,1,0,,1,1,1,1,0,0,1,0,0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,Student,1,0,1,1,1,1,0,1,1,0,0,0,0,0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Quality Assurance ,2.0,2.0,2.0,2.0,2.0,2= 21-40 Hrs,3.0,Complete,Master of Medicine (MMED) - Radiology
362,19/09/2024 23:40,Yes,Kijabe Mission Hospital,Female,45-54,Unit head/Dean,,,,,,,,4 years,1.0,Not sure,,Not sure,,Yes,Yes,0,1,0,0,0,1,1,0,,0,1,0,0,0,1,1,0,,1.0,1,0,1,0,1,1,1,1,1,0,0,0,,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,0,0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Academic Program Leadership,1,1,0,1,0,1,1,0,1,1,0,1,1,0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,QIT TEAM,1.0,2.0,1.0,1.0,1.0,1= 20 Hrs or less,1.0,Complete,
363,19/09/2024 20:41,Yes,University of Nairobi Faculty of Health Sciences,Male,25-34,Student (Including residents),Undergraduate,,MBChB (Bachelor of Medicine and Surgery),,,,,6 th Yr,2.0,Yes,2,Yes,4,Yes,Yes,1,0,1,1,0,1,0,0,,1,0,1,0,0,1,1,0,,2.0,0,0,1,0,0,1,1,1,0,0,0,0,,0,1,1,1,0,0,0,0,0,,1,0,0,1,1,0,1,0,0,,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,Regulatory bodies,0,0,1,1,0,1,0,1,1,0,0,0,0,0,,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,2.0,2.0,2.0,2.0,2.0,3= 41-60 Hrs,2.0,Complete,MBChB (Bachelor of Medicine and Surgery)
364,[not completed],Yes,Kijabe School of medicine,Male,35-44,Student (Including residents),,,,,Clinical medicine,,,1,1.0,No,,Yes,,Yes,Yes,1,1,0,0,1,1,1,0,,1,1,0,0,1,1,1,0,,1.0,0,1,0,0,0,1,0,1,0,1,0,0,,1,1,1,0,0,1,0,1,0,,0,1,1,1,1,1,1,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,Student,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3= 41-60 Hrs,1.0,Incomplete,Clinical medicine
365,20/09/2024 05:09,Yes,Kenya Medical training collage,Female,20-24,Student (Including residents),,,,"Clinical Sciences (Clinical Medicine and Surgery, Orthopaedic and Trauma Medicine)",,,,third year,2.0,Yes,"ward rotations,ground rounds,CME",Yes,"infection prevention and control programs, healthy recordS, disclosure of patients details, patient education and communication,",Yes,Yes,1,1,0,1,0,1,0,0,,1,1,0,1,0,1,0,0,,2.0,1,1,0,0,0,0,1,0,0,1,1,0,,1,1,1,1,1,0,0,1,0,,1,1,1,0,1,1,0,0,0,,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Faculty,0,0,0,1,0,1,0,0,1,0,0,0,0,0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,2.0,2.0,2.0,2.0,5=>80 Hrs,2.0,Complete,"Clinical Sciences (Clinical Medicine and Surgery, Orthopaedic and Trauma Medicine)"
366,[not completed],Yes,Kenya Medical training collage,Female,20-24,Student (Including residents),,,,"Clinical Sciences (Clinical Medicine and Surgery, Orthopaedic and Trauma Medicine)",,,,year 3 sem 2,1.0,No,,Not sure,,Yes,Yes,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2.0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,1.0,3.0,5.0,3.0,1.0,5.0,3.0,4.0,2.0,3.0,4.0,Student,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,1.0,4.0,3.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,not sure,1.0,1.0,1.0,1.0,2.0,2= 21-40 Hrs,1.0,Incomplete,"Clinical Sciences (Clinical Medicine and Surgery, Orthopaedic and Trauma Medicine)"
367,20/09/2024 04:54,Yes,Kenya Medical training collage,Female,20-24,Student (Including residents),,,,"Clinical Sciences (Clinical Medicine and Surgery, Orthopaedic and Trauma Medicine)",,,,3rd year,1.0,No,,Not sure,,Yes,Yes,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,,1.0,0,1,0,1,1,0,1,1,0,0,0,0,,1,0,1,1,1,0,1,1,0,,0,0,0,0,0,1,0,0,0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,Faculty,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,4=61-80 Hrs,3.0,Complete,"Clinical Sciences (Clinical Medicine and Surgery, Orthopaedic and Trauma Medicine)"
